    56,0000008593,   10335,    -9024,    -1278,     2,    -51,     42,     0,    -2,   10325,    -9042,    -1286,    -6,    -37,     31,     0,     2,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    57,0000008750,   10567,    -8669,    -1861,    -8,    -49,     39,     1,    -1,   10555,    -8678,    -1873,    -3,    -43,     25,     5,    -5,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    58,0000008906,   10785,    -8310,    -2437,    -2,    -52,     37,     4,    -2,   10778,    -8327,    -2444,    -3,    -38,     27,    -1,    -4,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    59,0000009062,   10964,    -7930,    -2973,    -1,    -50,     36,     7,    -3,   10957,    -7956,    -2985,     1,    -42,     28,     9,    -2,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    60,0000009218,   11113,    -7546,    -3495,    -3,    -48,     29,     13,    -3,   11104,    -7572,    -3507,     4,    -48,     25,     7,    -1,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    61,0000009374,   11236,    -7147,    -4002,    -5,    -60,     35,     13,     0,   11239,    -7171,    -4014,    -3,    -41,     19,     15,    -2,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    62,0000009531,   11335,    -6719,    -4525,     1,    -49,     28,     12,    -2,   11329,    -6743,    -4535,    -4,    -44,     22,     18,    -3,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    63,0000009687,   11417,    -6285,    -5050,    -6,    -50,     25,     23,    -7,   11411,    -6300,    -5054,    -1,    -44,     21,     18,    -2,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    64,0000009843,   11471,    -5853,    -5539,    -3,    -47,     20,     21,     0,   11467,    -5869,    -5547,    -1,    -44,     20,     14,    -1,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    65,0000010000,   11478,    -5417,    -5985,    -3,    -54,     22,     20,    -1,   11475,    -5425,    -6001,     3,    -43,     16,     18,    -3,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
